,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote_ratio_numeric,difference_application_post_dates
120,AI00121,AI Specialist,121180,USD,Senior-Level ,Freelance,Austria,Large,Austria,0,"Git, Deep Learning, Kubernetes, Linux, GCP",Master,9,Media,2025-01-06,2025-02-01,611,7.0,Quantum Computing Inc,On-site,26
121,AI00122,Principal Data Scientist,64531,USD,Entry-Level,Part-Time,China,Large,Netherlands,50,"Git, SQL, Scala, Python, Computer Vision",PhD,0,Retail,2025-03-26,2025-04-13,1645,7.0,Smart Analytics,Hybrid,18
122,AI00123,Machine Learning Engineer,125654,USD,Mid-Level,Contract,Singapore,Large,Singapore,50,"Python, Tableau, Java",PhD,4,Automotive,2024-06-20,2024-08-25,1212,6.8,DataVision Ltd,Hybrid,66
123,AI00124,Machine Learning Researcher,182275,USD,Executive-level,Full-Time,Austria,Large,Austria,0,"Docker, AWS, Linux, Git, Azure",PhD,14,Technology,2025-04-19,2025-05-14,2427,9.0,DeepTech Ventures,On-site,25
124,AI00125,Machine Learning Researcher,117708,USD,Mid-Level,Freelance,Denmark,Large,Denmark,0,"PyTorch, Scala, Linux, Tableau, Deep Learning",PhD,4,Transportation,2024-02-24,2024-03-17,1912,9.3,Neural Networks Co,On-site,22
125,AI00126,Data Engineer,143246,USD,Executive-level,Full-Time,South Korea,Small,South Korea,0,"Docker, SQL, Kubernetes, Git, Statistics",Master,11,Healthcare,2024-12-25,2025-01-24,1426,8.4,Future Systems,On-site,30
126,AI00127,AI Product Manager,203198,USD,Senior-Level ,Full-Time,Denmark,Large,Denmark,50,"Statistics, R, Python, TensorFlow",Master,5,Consulting,2024-12-04,2025-01-11,1596,7.6,DeepTech Ventures,Hybrid,38
127,AI00128,Research Scientist,69487,USD,Entry-Level,Contract,Switzerland,Small,Switzerland,0,"Kubernetes, Azure, Spark, TensorFlow, Linux",Master,0,Transportation,2024-11-04,2024-12-02,1825,7.7,Machine Intelligence Group,On-site,28
128,AI00129,AI Product Manager,95673,USD,Executive-level,Freelance,Ireland,Small,Ireland,0,"GCP, R, Azure, Deep Learning, PyTorch",Associate,17,Technology,2024-08-24,2024-09-15,1467,8.1,Neural Networks Co,On-site,22
129,AI00130,AI Software Engineer,59405,USD,Entry-Level,Freelance,Austria,Large,Austria,100,"Spark, Python, Deep Learning, Linux, Java",Bachelor,1,Consulting,2025-03-18,2025-04-12,984,6.0,Smart Analytics,Remote,25
130,AI00131,AI Specialist,131756,EUR,Senior-Level ,Part-Time,Netherlands,Medium,Finland,0,"AWS, R, Spark",PhD,5,Technology,2024-08-03,2024-10-15,2308,7.9,AI Innovations,On-site,73
131,AI00132,AI Software Engineer,42835,USD,Entry-Level,Part-Time,South Korea,Large,France,0,"Python, TensorFlow, PyTorch",Bachelor,0,Media,2025-03-02,2025-03-30,539,9.0,Machine Intelligence Group,On-site,28
132,AI00133,Autonomous Systems Engineer,61893,USD,Entry-Level,Full-Time,Canada,Medium,Canada,50,"Statistics, Python, SQL",Associate,1,Consulting,2024-03-28,2024-05-01,1419,5.2,Predictive Systems,Hybrid,34
133,AI00134,ML Ops Engineer,141791,EUR,Executive-level,Contract,France,Medium,France,0,"Hadoop, Azure, Python, R",PhD,13,Media,2025-02-03,2025-02-23,2136,5.8,Algorithmic Solutions,On-site,20
134,AI00135,AI Product Manager,258637,GBP,Executive-level,Part-Time,United Kingdom,Medium,United Kingdom,50,"Computer Vision, GCP, Azure, SQL, Python",Master,11,Education,2025-01-16,2025-02-15,813,9.1,Cognitive Computing,Hybrid,30
135,AI00136,NLP Engineer,49485,USD,Mid-Level,Full-Time,Finland,Small,Finland,0,"Hadoop, Java, Data Visualization",Associate,2,Technology,2024-08-09,2024-09-16,909,7.8,Cloud AI Solutions,On-site,38
136,AI00137,Robotics Engineer,172916,USD,Senior-Level ,Part-Time,Norway,Small,India,100,"Computer Vision, SQL, PyTorch, Java",Bachelor,8,Manufacturing,2024-12-29,2025-01-15,1630,7.6,Smart Analytics,Remote,17
137,AI00138,Machine Learning Engineer,324557,USD,Executive-level,Full-Time,Denmark,Large,Denmark,100,"Hadoop, Python, Git, TensorFlow",PhD,11,Telecommunications,2024-11-06,2024-11-24,1209,7.3,Machine Intelligence Group,Remote,18
138,AI00139,AI Consultant,73894,EUR,Mid-Level,Contract,France,Medium,France,50,"PyTorch, Statistics, MLOps, Kubernetes, Computer Vision",Bachelor,4,Consulting,2024-08-08,2024-09-12,1070,5.2,Digital Transformation LLC,Hybrid,35
139,AI00140,Principal Data Scientist,122598,USD,Senior-Level ,Full-Time,Sweden,Small,India,50,"Linux, AWS, Computer Vision, Deep Learning",Associate,9,Media,2025-01-05,2025-02-13,1181,5.2,Digital Transformation LLC,Hybrid,39
140,AI00141,Data Scientist,94478,USD,Mid-Level,Freelance,Denmark,Small,Denmark,100,"PyTorch, TensorFlow, Hadoop, Python",PhD,4,Retail,2024-05-24,2024-06-25,506,8.4,Algorithmic Solutions,Remote,32
141,AI00142,Autonomous Systems Engineer,53088,USD,Entry-Level,Part-Time,Austria,Medium,Austria,50,"GCP, Kubernetes, Computer Vision, Deep Learning, SQL",PhD,1,Finance,2025-04-12,2025-06-13,2090,9.0,Machine Intelligence Group,Hybrid,62
142,AI00143,Machine Learning Researcher,116012,USD,Mid-Level,Full-Time,Denmark,Medium,Australia,0,"SQL, MLOps, Python",Master,3,Automotive,2024-09-23,2024-10-30,657,7.9,Predictive Systems,On-site,37
143,AI00144,Deep Learning Engineer,35593,USD,Entry-Level,Contract,China,Small,China,0,"Python, Hadoop, Deep Learning",Bachelor,0,Media,2024-03-09,2024-04-07,1812,6.3,AI Innovations,On-site,29
144,AI00145,AI Product Manager,149053,USD,Executive-level,Full-Time,Austria,Small,Austria,0,"GCP, Linux, R, Hadoop",Master,17,Media,2024-11-17,2024-12-26,652,5.5,Smart Analytics,On-site,39
145,AI00146,Principal Data Scientist,88230,USD,Mid-Level,Full-Time,Austria,Large,Austria,0,"TensorFlow, Git, Azure, Python",Associate,4,Education,2024-05-22,2024-07-27,1984,7.6,DeepTech Ventures,On-site,66
146,AI00147,AI Research Scientist,224919,USD,Executive-level,Freelance,Australia,Medium,Switzerland,100,"Kubernetes, Deep Learning, PyTorch",Associate,19,Education,2024-12-02,2025-01-24,911,5.7,TechCorp Inc,Remote,53
147,AI00148,Machine Learning Researcher,220439,EUR,Executive-level,Part-Time,Netherlands,Small,Netherlands,100,"SQL, Data Visualization, GCP, Deep Learning, MLOps",Associate,12,Manufacturing,2024-03-30,2024-04-15,1795,9.9,TechCorp Inc,Remote,16
148,AI00149,NLP Engineer,48861,USD,Entry-Level,Part-Time,Finland,Small,Finland,100,"GCP, Python, Computer Vision, Git",Bachelor,0,Healthcare,2024-07-04,2024-08-11,1031,8.1,DeepTech Ventures,Remote,38
149,AI00150,AI Specialist,115841,USD,Senior-Level ,Freelance,United States,Small,United States,0,"TensorFlow, Kubernetes, Deep Learning",PhD,7,Healthcare,2024-10-25,2024-12-11,1446,7.2,Quantum Computing Inc,On-site,47
150,AI00151,NLP Engineer,57266,USD,Mid-Level,Freelance,Ireland,Medium,Ireland,0,"Computer Vision, PyTorch, Linux, TensorFlow",Bachelor,3,Media,2024-08-11,2024-08-26,1075,7.3,Neural Networks Co,On-site,15
151,AI00152,Deep Learning Engineer,66384,USD,Mid-Level,Contract,Australia,Small,Israel,0,"Git, Tableau, Hadoop, Computer Vision",Associate,2,Government,2024-04-21,2024-05-24,1421,9.1,Autonomous Tech,On-site,33
152,AI00153,Data Analyst,184637,USD,Executive-level,Part-Time,Sweden,Small,Sweden,100,"R, SQL, Data Visualization",Bachelor,11,Government,2024-05-23,2024-07-09,2292,5.5,Machine Intelligence Group,Remote,47
153,AI00154,AI Research Scientist,92445,EUR,Mid-Level,Contract,Netherlands,Medium,Finland,50,"Linux, Python, Scala, Docker",Bachelor,4,Technology,2024-10-22,2024-12-24,826,9.2,DataVision Ltd,Hybrid,63
154,AI00155,Machine Learning Researcher,57388,USD,Entry-Level,Freelance,Canada,Large,Canada,0,"Python, GCP, TensorFlow",Associate,1,Consulting,2024-01-12,2024-02-12,1684,8.3,Smart Analytics,On-site,31
155,AI00156,Head of AI,53374,USD,Mid-Level,Part-Time,China,Medium,China,0,"Docker, Deep Learning, R",PhD,2,Government,2024-06-22,2024-07-31,2224,9.5,Algorithmic Solutions,On-site,39
156,AI00157,AI Research Scientist,95716,USD,Senior-Level ,Contract,Finland,Small,Finland,50,"Git, Spark, Azure, Statistics",PhD,6,Media,2024-03-19,2024-04-05,1811,7.4,Digital Transformation LLC,Hybrid,17
157,AI00158,NLP Engineer,157091,USD,Mid-Level,Freelance,Norway,Large,Norway,0,"Python, Java, Kubernetes, SQL, NLP",PhD,2,Transportation,2025-03-04,2025-03-24,1002,7.7,DataVision Ltd,On-site,20
158,AI00159,ML Ops Engineer,204144,USD,Senior-Level ,Freelance,Norway,Large,Norway,100,"Hadoop, Mathematics, Linux",PhD,8,Telecommunications,2024-12-12,2025-01-03,1663,9.5,Autonomous Tech,Remote,22
159,AI00160,AI Software Engineer,190314,EUR,Executive-level,Contract,Netherlands,Medium,Netherlands,100,"GCP, Computer Vision, Scala, AWS, Linux",PhD,12,Government,2024-05-23,2024-07-22,521,9.9,Digital Transformation LLC,Remote,60
160,AI00161,Principal Data Scientist,198403,USD,Executive-level,Freelance,Denmark,Medium,Israel,50,"Data Visualization, SQL, Scala",Associate,15,Media,2024-03-14,2024-04-21,944,9.1,Digital Transformation LLC,Hybrid,38
161,AI00162,Research Scientist,153040,USD,Senior-Level ,Contract,Canada,Large,Canada,50,"SQL, Tableau, Statistics, GCP",Bachelor,7,Manufacturing,2024-06-25,2024-08-23,1112,8.2,Autonomous Tech,Hybrid,59
162,AI00163,AI Software Engineer,51898,USD,Mid-Level,Freelance,Israel,Small,Israel,0,"Deep Learning, Python, NLP",Associate,2,Consulting,2024-10-05,2024-11-26,721,8.9,Machine Intelligence Group,On-site,52
163,AI00164,AI Architect,115191,EUR,Senior-Level ,Freelance,Germany,Small,Netherlands,0,"R, AWS, Git, Tableau",Associate,7,Education,2024-07-10,2024-09-04,2362,5.7,Advanced Robotics,On-site,56
164,AI00165,ML Ops Engineer,170139,USD,Senior-Level ,Part-Time,United States,Large,Denmark,50,"Python, Spark, Hadoop",Bachelor,5,Technology,2025-01-30,2025-03-27,578,9.6,Future Systems,Hybrid,56
165,AI00166,ML Ops Engineer,63860,USD,Entry-Level,Contract,Canada,Large,Canada,100,"Linux, TensorFlow, GCP, Docker, Azure",Master,0,Gaming,2024-08-02,2024-09-28,2424,9.5,Autonomous Tech,Remote,57
166,AI00167,NLP Engineer,125152,USD,Mid-Level,Contract,Norway,Medium,Norway,100,"TensorFlow, Docker, AWS, Spark",PhD,3,Retail,2024-08-11,2024-08-31,2348,6.6,Smart Analytics,Remote,20
167,AI00168,AI Software Engineer,61572,USD,Entry-Level,Contract,South Korea,Large,South Korea,50,"Linux, Azure, Kubernetes",Bachelor,0,Healthcare,2024-07-19,2024-09-08,2485,7.1,DataVision Ltd,Hybrid,51
168,AI00169,Head of AI,101054,EUR,Mid-Level,Contract,Germany,Medium,Israel,50,"Statistics, Tableau, Java, Data Visualization, NLP",Master,3,Transportation,2024-01-06,2024-02-26,986,8.5,Autonomous Tech,Hybrid,51
169,AI00170,Data Engineer,145355,USD,Executive-level,Contract,Canada,Small,Canada,100,"Spark, Linux, AWS, Deep Learning",Master,13,Media,2024-08-25,2024-09-12,685,9.6,DeepTech Ventures,Remote,18
170,AI00171,Deep Learning Engineer,183484,USD,Executive-level,Full-Time,Singapore,Small,Singapore,100,"Scala, Data Visualization, TensorFlow, Mathematics, Java",Master,19,Gaming,2024-11-20,2025-01-01,834,7.7,Autonomous Tech,Remote,42
171,AI00172,AI Product Manager,111997,USD,Mid-Level,Contract,Singapore,Large,Singapore,100,"PyTorch, Scala, Hadoop, Docker, Computer Vision",PhD,2,Technology,2025-03-15,2025-04-14,1535,6.6,Neural Networks Co,Remote,30
172,AI00173,AI Specialist,214195,GBP,Executive-level,Part-Time,United Kingdom,Medium,Sweden,100,"Tableau, GCP, Python",Bachelor,19,Manufacturing,2025-03-13,2025-04-11,1254,5.2,Smart Analytics,Remote,29
173,AI00174,AI Software Engineer,93211,USD,Senior-Level ,Part-Time,India,Medium,United Kingdom,50,"Python, TensorFlow, GCP, Java",Master,9,Manufacturing,2025-01-08,2025-02-03,1474,9.3,Machine Intelligence Group,Hybrid,26
174,AI00175,Deep Learning Engineer,82209,EUR,Entry-Level,Part-Time,Germany,Large,Germany,100,"Statistics, TensorFlow, Python",Master,1,Transportation,2024-11-09,2024-12-23,859,7.0,Smart Analytics,Remote,44
175,AI00176,AI Software Engineer,149669,EUR,Senior-Level ,Part-Time,Germany,Medium,Germany,50,"Scala, Hadoop, Azure",Associate,9,Retail,2024-11-01,2024-11-23,2291,6.2,Predictive Systems,Hybrid,22
176,AI00177,AI Software Engineer,56825,USD,Mid-Level,Part-Time,China,Medium,China,50,"Linux, Azure, Git, Deep Learning, Spark",Associate,3,Government,2024-07-11,2024-08-02,2301,9.5,AI Innovations,Hybrid,22
177,AI00178,Research Scientist,131635,USD,Mid-Level,Full-Time,Denmark,Large,Denmark,50,"Kubernetes, Git, GCP, NLP",PhD,2,Manufacturing,2024-03-10,2024-04-16,715,8.2,TechCorp Inc,Hybrid,37
178,AI00179,NLP Engineer,163843,USD,Senior-Level ,Freelance,Norway,Large,Norway,50,"Scala, Python, Data Visualization, Kubernetes, Statistics",PhD,7,Telecommunications,2024-09-20,2024-10-23,1723,8.5,Algorithmic Solutions,Hybrid,33
179,AI00180,AI Consultant,73281,USD,Mid-Level,Contract,India,Large,India,0,"Deep Learning, Azure, Python",Bachelor,2,Technology,2025-01-28,2025-02-21,1753,5.5,Cloud AI Solutions,On-site,24
180,AI00181,Principal Data Scientist,51907,USD,Mid-Level,Contract,South Korea,Medium,South Korea,50,"Statistics, AWS, Java, PyTorch",Associate,3,Technology,2024-10-07,2024-12-06,1290,8.3,DataVision Ltd,Hybrid,60
181,AI00182,NLP Engineer,178240,EUR,Executive-level,Freelance,Netherlands,Small,Netherlands,50,"Python, Spark, TensorFlow",Bachelor,12,Real Estate,2024-06-01,2024-07-15,2461,8.5,Autonomous Tech,Hybrid,44
182,AI00183,Machine Learning Researcher,83226,USD,Senior-Level ,Full-Time,Ireland,Small,Israel,0,"SQL, Docker, Linux, GCP",Master,7,Technology,2024-11-19,2025-01-02,1227,7.9,Advanced Robotics,On-site,44
183,AI00184,AI Product Manager,46995,USD,Entry-Level,Full-Time,Austria,Small,Austria,100,"PyTorch, NLP, MLOps, Azure",Master,1,Finance,2024-07-07,2024-08-01,1212,5.9,DataVision Ltd,Remote,25
184,AI00185,AI Research Scientist,275296,USD,Executive-level,Full-Time,Switzerland,Large,Switzerland,0,"Docker, Azure, NLP",Associate,14,Transportation,2024-02-06,2024-03-14,1483,7.0,DataVision Ltd,On-site,37
185,AI00186,Deep Learning Engineer,300422,USD,Executive-level,Part-Time,Denmark,Medium,India,100,"Python, TensorFlow, R",Bachelor,11,Education,2024-09-30,2024-11-18,2385,9.9,Machine Intelligence Group,Remote,49
186,AI00187,AI Product Manager,116704,USD,Mid-Level,Contract,Canada,Large,Canada,100,"SQL, PyTorch, NLP, Data Visualization",Bachelor,2,Finance,2024-03-30,2024-04-15,1540,9.8,Autonomous Tech,Remote,16
187,AI00188,AI Specialist,98422,USD,Entry-Level,Part-Time,United States,Large,United States,0,"Java, Python, Mathematics",PhD,0,Transportation,2024-05-23,2024-07-07,673,9.4,Cloud AI Solutions,On-site,45
188,AI00189,Machine Learning Researcher,210249,USD,Executive-level,Part-Time,Norway,Medium,Singapore,100,"Mathematics, Docker, Deep Learning",Master,15,Gaming,2024-12-20,2025-02-15,1219,6.4,Machine Intelligence Group,Remote,57
189,AI00190,NLP Engineer,67708,USD,Mid-Level,Freelance,South Korea,Small,France,0,"NLP, R, Scala, Computer Vision, Azure",Master,3,Manufacturing,2024-06-10,2024-07-20,1393,7.6,Algorithmic Solutions,On-site,40
190,AI00191,Data Engineer,95796,USD,Executive-level,Freelance,Austria,Small,Austria,100,"Python, TensorFlow, Scala, AWS",Master,13,Consulting,2024-10-15,2024-12-25,1933,5.8,Advanced Robotics,Remote,71
191,AI00192,Head of AI,229098,USD,Executive-level,Part-Time,Denmark,Large,China,50,"PyTorch, SQL, Kubernetes, Git, Java",Master,17,Government,2024-02-01,2024-03-25,2004,8.5,Predictive Systems,Hybrid,53
192,AI00193,ML Ops Engineer,134300,USD,Executive-level,Contract,Ireland,Small,Ireland,50,"Java, Python, Deep Learning, Statistics",Master,11,Education,2024-07-14,2024-09-16,2111,5.0,Predictive Systems,Hybrid,64
193,AI00194,AI Specialist,74408,USD,Entry-Level,Contract,Australia,Medium,Norway,100,"TensorFlow, Docker, R, NLP, Java",Associate,1,Automotive,2024-08-07,2024-09-24,1036,7.9,Machine Intelligence Group,Remote,48
194,AI00195,AI Architect,201971,EUR,Executive-level,Full-Time,Netherlands,Medium,Australia,0,"Java, Scala, Tableau",PhD,13,Technology,2024-07-17,2024-09-11,991,6.8,Future Systems,On-site,56
195,AI00196,AI Software Engineer,180764,EUR,Executive-level,Contract,France,Small,France,100,"GCP, TensorFlow, Data Visualization",Master,17,Gaming,2025-02-17,2025-03-16,1244,7.6,AI Innovations,Remote,27
196,AI00197,Principal Data Scientist,49644,USD,Entry-Level,Contract,China,Large,Canada,100,"Linux, PyTorch, TensorFlow, Azure, Python",Bachelor,0,Finance,2025-02-15,2025-03-26,2266,5.5,Future Systems,Remote,39
197,AI00198,AI Product Manager,89115,USD,Senior-Level ,Contract,South Korea,Medium,South Korea,50,"MLOps, Python, Linux, NLP",Master,7,Energy,2025-03-22,2025-05-19,684,6.3,Neural Networks Co,Hybrid,58
198,AI00199,AI Software Engineer,38540,USD,Entry-Level,Part-Time,Austria,Small,Austria,0,"Linux, Kubernetes, Spark, Java",Associate,1,Technology,2025-01-29,2025-02-27,2144,7.6,Smart Analytics,On-site,29
199,AI00200,AI Product Manager,180252,USD,Senior-Level ,Full-Time,United States,Large,United States,50,"TensorFlow, Kubernetes, SQL, Linux, Mathematics",Master,7,Telecommunications,2024-02-14,2024-04-07,1711,6.3,Future Systems,Hybrid,53
200,AI00201,Robotics Engineer,56585,EUR,Entry-Level,Full-Time,Netherlands,Small,Netherlands,0,"MLOps, Java, AWS, NLP, PyTorch",Master,1,Gaming,2024-10-25,2024-11-13,1647,6.1,Cloud AI Solutions,On-site,19
201,AI00202,AI Specialist,103942,USD,Senior-Level ,Freelance,Sweden,Medium,Sweden,0,"Statistics, Python, TensorFlow",PhD,5,Education,2025-02-07,2025-03-06,1636,5.5,Smart Analytics,On-site,27
202,AI00203,Autonomous Systems Engineer,176009,GBP,Senior-Level ,Freelance,United Kingdom,Large,United Kingdom,50,"PyTorch, SQL, TensorFlow, Git, Azure",Bachelor,9,Automotive,2024-02-25,2024-03-31,2270,6.6,Quantum Computing Inc,Hybrid,35
203,AI00204,AI Specialist,59056,USD,Mid-Level,Contract,Ireland,Medium,Ireland,50,"Scala, SQL, Deep Learning, Statistics, GCP",Associate,2,Healthcare,2024-08-23,2024-10-18,2262,6.0,Predictive Systems,Hybrid,56
204,AI00205,AI Consultant,76940,USD,Mid-Level,Full-Time,Austria,Medium,Austria,0,"AWS, Scala, Docker",Associate,3,Transportation,2025-03-29,2025-05-31,1948,7.5,Cognitive Computing,On-site,63
205,AI00206,Machine Learning Engineer,110341,GBP,Senior-Level ,Contract,United Kingdom,Medium,Canada,0,"Spark, Kubernetes, Mathematics",PhD,7,Retail,2025-03-20,2025-05-08,2231,5.6,Smart Analytics,On-site,49
206,AI00207,Data Scientist,102922,GBP,Mid-Level,Freelance,United Kingdom,Large,United Kingdom,0,"Python, SQL, Git",Associate,4,Government,2024-06-14,2024-07-05,773,7.4,Digital Transformation LLC,On-site,21
207,AI00208,Machine Learning Researcher,44130,USD,Entry-Level,Full-Time,Japan,Small,Switzerland,0,"Python, GCP, Docker, Git, Java",Master,0,Technology,2024-11-22,2024-12-20,2330,8.7,DataVision Ltd,On-site,28
208,AI00209,Data Engineer,128112,USD,Senior-Level ,Contract,Singapore,Large,Singapore,100,"Mathematics, Hadoop, Tableau",Associate,5,Telecommunications,2024-11-26,2025-01-20,2129,9.3,Quantum Computing Inc,Remote,55
209,AI00210,Data Analyst,48892,EUR,Entry-Level,Contract,France,Medium,Ireland,100,"Linux, Python, NLP",Bachelor,0,Consulting,2024-10-08,2024-12-09,2296,6.6,DataVision Ltd,Remote,62
210,AI00211,Research Scientist,127478,GBP,Mid-Level,Contract,United Kingdom,Large,United Kingdom,50,"Java, Docker, Hadoop",Master,4,Transportation,2025-03-26,2025-04-29,2495,7.8,DataVision Ltd,Hybrid,34
211,AI00212,AI Research Scientist,100524,USD,Senior-Level ,Freelance,Finland,Medium,Finland,0,"Python, Kubernetes, Statistics, TensorFlow",PhD,6,Gaming,2024-03-29,2024-05-25,1274,5.6,TechCorp Inc,On-site,57
212,AI00213,Deep Learning Engineer,45429,USD,Entry-Level,Full-Time,Japan,Large,Netherlands,0,"GCP, Deep Learning, Python, MLOps",Associate,0,Gaming,2024-09-14,2024-09-30,1854,6.8,Algorithmic Solutions,On-site,16
213,AI00214,ML Ops Engineer,62262,USD,Mid-Level,Full-Time,Austria,Large,France,100,"R, SQL, AWS, MLOps, Data Visualization",Bachelor,4,Healthcare,2025-03-19,2025-04-07,1358,9.4,AI Innovations,Remote,19
214,AI00215,AI Specialist,68595,USD,Mid-Level,Full-Time,China,Small,China,50,"Azure, Python, TensorFlow, Data Visualization",Master,4,Manufacturing,2024-01-30,2024-02-29,1954,7.5,Machine Intelligence Group,Hybrid,30
215,AI00216,AI Software Engineer,301038,USD,Executive-level,Part-Time,Norway,Medium,Norway,50,"GCP, Azure, Deep Learning, Spark, SQL",PhD,18,Media,2025-04-15,2025-05-13,1248,5.5,Cognitive Computing,Hybrid,28
216,AI00217,Robotics Engineer,46253,USD,Entry-Level,Contract,China,Medium,China,0,"MLOps, Data Visualization, Git, TensorFlow, Hadoop",Associate,1,Government,2025-04-15,2025-05-30,854,7.9,DataVision Ltd,On-site,45
